GlobalXbin    GlobalYbin    Z
8    45    0.00081176375747585
8    46    0.0008737527570727001
8    47    0.0009592972872184055
8    48    0.001030832760123555
8    49    0.001116375084375065
8    50    0.001195785472140687
8    51    0.001319447368211207
8    52    0.001438918484540473
8    53    0.001552736685390488
8    54    0.00168460268278656
8    55    0.001861012468601251
8    56    0.002082747838784356
8    57    0.002310568461296425
8    58    0.002518773805942322
8    59    0.002797591896309485
8    60    0.003203790995374366
8    61    0.001572584367402501
8    62    0.003389740305124971
8    63    0.002469581949724736
8    64    3.085509863088957e-05
8    65    0.001840316878489377
8    66    0.003560881484515447
8    67    0.003034124361418676
8    68    0.00125046255883745
8    69    0.0001666561644110739
8    70    0.002273636419344917
8    71    0.004394239047709672
8    72    0.005492675586796844
8    73    0.005442603873732991
8    74    0.004783444988205043
8    75    0.003533946327075019
8    76    0.002256320607737045
8    77    0.0006127920934736365
8    78    0.001279010191843225
8    79    0.003075410819838949
8    80    0.004471710761515074
8    81    0.005333197239716353
8    82    0.004687344737236693
8    83    0.003106096776100652
8    84    0.001074561932200097
9    0    0.001175647110266313
9    1    0.001301940497111554
9    2    0.0007352330675151016
9    3    0.0005935556092671853
9    4    0.0002960519647124552
9    5    4.128002467084245e-05
9    6    0.001884368566422468
9    7    0.004097039410973026
9    8    0.003085618325027713
9    9    0.004145882727975713
9    10    0.001407629391757163
9    11    0.0004170455398400325
9    12    0.003353191941211955
9    13    0.005358121378339777
9    14    0.004020238184050123
9    15    0.003900585757476953
9    16    0.005068746032227702
9    17    0.004519201245339456
9    18    0.002324991921533168
9    19    0.0006031341106124241
9    20    0.0004499603128798397
9    21    0.0002884347841146845
9    22    0.0003440556171762587
9    23    0.0003914234947619878
9    24    0.0004252817627334636
9    25    0.0004289561822567225
9    26    0.0004351530733009988
9    27    0.0004672570326307495
9    28    0.0005344093020817333
9    29    0.0003401349273896547
9    30    0.0003482322785811646
9    31    0.000371965190185889
9    32    0.0004102288615223609
9    33    0.0004521027404556504
9    34    0.0005116647321392987
9    35    0.0005762188624511654
9    36    0.0006586678926707993
9    37    0.0007514557481682634
9    38    0.0008754740662334324
9    39    0.001017357034170008
9    40    0.001175734143161575
9    41    0.001302368065010992
9    42    0.001434370449823991
